gvkey,fyear,datadate,at,isin,conm,fic,sic
234181,2019,20191231,157928.0000,SE0000455057,FASTIGHETS BALDER AB,SWE,6500
234223,2019,20191231,39730.0000,SE0000549412,KUNGSLEDEN AB,SWE,6510
234246,2019,20191231,37229.0000,SE0008321293,NIBE INDUSTRIER AB,SWE,3430
234376,2019,20191231,10752439.4560,KR7033780008,KT&G CORP,KOR,2111
234516,2019,20191231,43238.7750,KYG4402L1510,HENGAN INTERNATIONAL GROUP,CYM,3842
234800,2019,20191231,2129.3100,FR0000066672,GL EVENTS,FRA,7389
234876,2019,20190630,9543.7000,AU000000BLD2,BORAL LTD,AUS,3270
234977,2019,20200331,229958.0000,JP3116700000,ASAHI HOLDINGS INC,JPN,1040
235119,2019,20191231,403.3000,GB0009376368,SDL PLC,GBR,7371
235636,2019,20190930,3768.0000,FR0011950732,ELIOR GROUP SA,FRA,5812
235820,2019,20200331,10998.1680,INE860A01027,HCL TECHNOLOGIES LTD,IND,7370
235980,2019,20191231,34744.4190,CNE100000221,BEIJING CAPITAL INTL AIRPORT,CHN,4581
236556,2019,20191231,318111038.0000,KR7024110009,INDUSTRIAL BANK OF KOREA,KOR,6020
237265,2019,20190630,824.1000,GB0002074580,GENUS PLC,GBR,2836
237289,2019,20190731,186.9660,GB0007276115,LOK N STORE GROUP PLC,GBR,4220
237419,2019,20191231,10396.0000,CH0010645932,GIVAUDAN SA,CHE,2080
237777,2019,20191231,20908.3840,TW0002368008,GOLD CIRCUIT ELECTRONICS LTD,TWN,3672
237806,2019,20191231,75656.7960,TW0001722007,TAIWAN FERTILIZER CO LTD,TWN,2870
237820,2019,20191231,6404.4640,PEP736581005,AENZA S.A.A,PER,1600
237957,2019,20191231,1203.0010,PTSNC0AM0006,SONAE.COM SGPS SA,PRT,5411
237983,2019,20190630,393.1300,GB0004300496,PAN AFRICAN RESOURCES PLC,GBR,1040
238516,2019,20200430,7731.0000,GB00B4Y7R145,DIXONS CARPHONE PLC,GBR,5990
238616,2019,20191231,41019.0000,FR0000124141,VEOLIA ENVIRONNEMENT,FRA,4941
238919,2019,20191231,42792.1120,TW0005347009,VANGUARD INTL SEMICONDUCTOR,TWN,3674
239116,2019,20190630,29286.0000,AU000000IAG3,INSURANCE AUSTRALIA GROUP,AUS,6331
239398,2019,20191231,919420.1790,HK0000055878,CHINA TAIPING INSURANCE HLDG,HKG,6311
239858,2019,20191231,2026475.1260,KR7006650006,KOREA PETRO CHEMICAL IND CO,KOR,2860
239962,2019,20200331,1616.3210,GB0002869419,BIG YELLOW GROUP PLC,GBR,6798
240136,2019,20191231,25055372.8170,KR7009540006,KOREA SHIPBUILDING & OFFSHOR,KOR,3730
240204,2019,20191231,7644.0000,ZAE000031035,ADVTECH LTD,ZAF,8200
240228,2019,20190630,180233.0000,ZAE000022331,DISCOVERY LTD,ZAF,6300
240244,2019,20190731,9839.0500,ZAE000071072,EOH HLDGS LTD,ZAF,7373
240319,2019,20191231,40337.8000,ZAE000152617,MASSMART HOLDINGS LTD,ZAF,5399
240519,2019,20190630,155538.0000,ZAE000026480,REMGRO LTD,ZAF,9998
240637,2019,20191231,279051.0000,HK0388045442,HONG KONG EXCH & CLEARING,HKG,6200
240640,2019,20191231,165100.6520,TW0002408002,NANYA TECHNOLOGY CO LTD,TWN,3674
240643,2019,20191231,434.0000,GB0008475088,ROBERT WALTERS PLC,GBR,7361
240656,2019,20191231,153919.9590,TW0003045001,TAIWAN MOBILE CO LTD,TWN,4812
240948,2019,20200331,67286302.0000,JP3183200009,JAPAN EXCHANGE GROUP INC,JPN,6159
241159,2019,20191231,477128.0000,TW0002412004,CHUNGHWA TELECOM LTD,TWN,4813
241161,2019,20190930,16689.4130,ES0143416115,SIEMENS GAMESA RENB ENRG SA,ESP,3510
241176,2019,20191231,2005.7980,IT0003007728,TOD'S GROUP SPA,ITA,3140
241336,2019,20191231,20437.0000,DK0060336014,NOVOZYMES A/S,DNK,2890
241368,2019,20191231,836.9710,AU000000IRE2,IRESS LTD,AUS,7370
241380,2019,20190630,8008.0000,AU000000DOW2,DOWNER EDI LTD,AUS,8711
241456,2019,20191231,52169.0000,DE0005552004,DEUTSCHE POST AG,DEU,4210
241490,2019,20191231,16450.5960,IL0010819428,SHIKUN & BINUI LTD,ISR,1540
241537,2019,20191231,82345.9170,SG1J27887962,CAPITALAND LTD,SGP,6552
241637,2019,20191231,236648.0000,BE0974293251,ANHEUSER-BUSCH INBEV,BEL,2082
241774,2019,20191231,4793.2000,CH0008837566,ALLREAL HOLDING AG,CHE,6500
242285,2019,20191231,47538.0000,BMG8181C1001,SKYWORTH GROUP LTD,BMU,3651
242296,2019,20191231,77008.3000,INE117A01022,ABB INDIA LTD,IND,3612
242371,2019,20191231,935.6000,FI0009006308,HKSCAN OYJ,FIN,2000
242576,2019,20191231,2854954.7940,KR7021240007,COWAY CO LTD,KOR,3580
242795,2019,20190630,684.9860,AU000000MND5,MONADELPHOUS GROUP LTD,AUS,8711
242798,2019,20191231,246.6480,IT0001042610,SABAF SPA,ITA,3630
242839,2019,20191231,4558.6050,DE0007480204,DEUTSCHE EUROSHOP AG,DEU,6512
242977,2019,20191231,397637.5910,TW0002409000,AU OPTRONICS CORP,TWN,3674
243033,2019,20190630,705.3230,AU0000027484,ARDENT LEISURE GROUP LTD,AUS,
243090,2019,20190930,13310.0000,GB00BD6K4575,COMPASS GROUP PLC,GBR,5812
243174,2019,20191231,5401.2000,IE00BWT6H894,FLUTTER ENTERTAINMENT PLC,IRL,7990
243241,2019,20191231,17941050.0000,KR7032640005,LG UPLUS CORP,KOR,4812
243480,2019,20191231,47216.0790,TW0002395001,ADVANTECH CO LTD,TWN,3571
243515,2019,20191231,12300.9040,CH0008038389,SWISS PRIME SITE AG,CHE,6510
243533,2019,20191231,100229.4260,TH0637010Y00,RATCH GROUP PUBLIC CO LTD,THA,4911
243535,2019,20191231,8036.2440,CH0018294154,PSP SWISS PROPERTY AG,CHE,6512
243554,2019,20191231,73296.4040,TW0002392008,CHENG UEI PRECISION INDUSTRY,TWN,3670
243555,2019,20191231,71444.2570,TW0002385002,CHICONY ELECTRONICS CO LTD,TWN,3577
243558,2019,20191231,12091.8050,TW0001723005,CHINA STEEL CHEMICAL CORP,TWN,2990
243580,2019,20191231,28349.0720,TW0002393006,EVERLIGHT ELECTRONICS CO LTD,TWN,3674
243588,2019,20191231,1411994.0000,MX41BS060005,BANCO SANTANDER MEXICO -ADR,MEX,6020
243591,2019,20191231,22642.9680,TW0001234003,HEY SONG CORP,TWN,2086
243608,2019,20191231,25795.5700,TW0002439007,MERRY ELECTRONICS CO LTD,TWN,3661
243652,2019,20191231,356251.6940,TW0002618006,EVA AIRWAYS CORP,TWN,4512
243679,2019,20191231,60151.9540,TW0002492006,WALSIN TECHNOLOGY CORP LTD,TWN,3670
243774,2019,20191231,137165.3000,DE0005810055,DEUTSCHE BOERSE AG,DEU,6200
243858,2019,20191231,141202.1350,CNE000000TK5,ZTE CORP,CHN,3663
243994,2019,20191231,8420.1530,KYG525681477,KINGDEE INTL SOFTWARE GRP CO,CYM,7372
244356,2019,20200331,3168.4000,NZCPTE0001S9,GOODMAN PROPERTY TRUST,NZL,6798
244393,2019,20191231,4736.0930,KW0EQ0601058,MOBILE TELEPHONE SYSTEMS,KWT,4812
244398,2019,20191231,1100.6610,DE0007446007,TAKKT AG,DEU,5961
244844,2019,20191231,701.5710,GB0030232317,PAGEGROUP PLC,GBR,7361
245036,2019,20191231,34024426.0000,KR7051910008,LG CHEMICAL LTD,KOR,2860
245222,2019,20191231,12870.0000,SE0002110064,MEKONOMEN AB,SWE,5531
245257,2019,20191231,780.3250,DE0005176903,SURTECO SE,DEU,2670
245258,2019,20191231,19820.5660,TRAZOREN91L8,ZORLU ENRJI ELEKTRIK UERETIM,TUR,4991
245285,2019,20191231,27851.7000,DE000A0HN5C6,DEUTSCHE WOHNEN SE,DEU,6500
245436,2019,20191231,223753.6410,ES0113860A34,BANCO DE SABADELL SA,ESP,6020
245620,2019,20191231,6212.6780,TW0005351001,ETRON TECHNOLOGY INC,TWN,3674
245626,2019,20191231,14144.8920,TW0003026001,HOLY STONE ENTERPRISE CO LTD,TWN,3674
245638,2019,20191231,110201.7310,TW0003037008,UNIMICRON TECHNOLOGY CORP,TWN,3672
245663,2019,20200131,28391.0000,ES0148396007,IND DE DISENO TEXTIL SA,ESP,5600
245672,2019,20191231,2239.9180,GRS419003009,OPAP SA,GRC,7990
245684,2019,20191231,13368.7700,TW0003042008,TXC CORP,TWN,3679
245723,2019,20191231,5908.5940,TW0001533008,MOBILETRON ELECTRONICS CO,TWN,3690
245736,2019,20191231,7693.9380,SE0014186532,BETSSON AB,SWE,7990
245822,2019,20191231,234463.3730,CNE000000QF1,CHINA GEZHOUBA GROUP CO LTD,CHN,1600
245839,2019,20191231,12627.3000,DE0005773303,FRAPORT AG,DEU,4581
245917,2019,20191231,55079.1490,TW0002449006,KING YUAN ELECTRONICS CO LTD,TWN,3559
246108,2019,20191231,11794.0660,TW0009930008,CHINA HI-MENT CORP,TWN,3241
246130,2019,20191231,5040.3780,TW0001525004,KIANSHEN CORP,TWN,3714
246216,2019,20191231,9884.1000,FR0000077919,JC DECAUX SA,FRA,7310
246217,2019,20191231,5117.0000,FR0000044448,NEXANS,FRA,3357
246277,2019,20190930,6239.1190,ZAE000029757,ASTRAL FOODS LTD,ZAF,2015
246296,2019,20191231,24809249.1810,KR7034020008,DOOSAN HEAVY INDS & CONSTR,KOR,1600
246697,2019,20191231,1759.1130,FR0000060402,ALBIOMA,FRA,4991
246706,2019,20191231,803651.0000,GB00B0SWJX34,LONDON STOCK EXCH GROUP PLC,GBR,6200
246780,2019,20191231,2322.4010,CH0012453913,TEMENOS AG,CHE,7372
246798,2019,20191231,11276078.8000,KR7042660001,DAEWOO SHIPBUILDING & MARINE,KOR,3730
246878,2019,20191231,11338592.9810,KR7042670000,DOOSAN INFRACORE CO,KOR,3531
246939,2019,20191231,4840.7000,NL0015435975,DAVIDE CAMPARI-MILANO N.V.,ITA,2085
246962,2019,20191231,221696.0000,JP3750500005,MCDONALD'S HLDGS CO (JAPAN),JPN,5812
247454,2019,20191231,12854.0000,NO0003078107,AF GRUPPEN ASA,NOR,1500
247490,2019,20191231,204103.6430,BMG4600H1016,HOPSON DEVELOPMENT HLDGS LTD,BMU,6552
247529,2019,20191231,94418.4700,CNE000000SK7,INNER MONGOLIA YITAI COAL CO,CHN,1220
247558,2019,20191231,7047.0680,DK0015998017,BAVARIAN NORDIC AS,DNK,2836
247618,2019,20191231,243114.2730,TW0002474004,CATCHER TECHNOLOGY CO LTD,TWN,3990
247684,2019,20191231,86.8730,GB0030181522,TRIBAL GROUP PLC,GBR,8742
247685,2019,20191231,23646.3840,CNE1000004J3,TRAVELSKY TECHNOLOGY LTD,CHN,7374
247714,2019,20190831,5688.2050,MYL7113OO003,TOP GLOVE CORP BHD,MYS,3842
247717,2019,20191231,16921.8520,TW0004526009,TONG TAI MACHINE & TOOL CO,TWN,3541
247724,2019,20191231,10469.9700,CNE100000585,TONG REN TANG TECH CO LTD,CHN,2834
247770,2019,20191231,5166.8160,BMG4491W1001,MIDLAND HOLDINGS LTD,BMU,6531
247885,2019,20190630,374.6960,AU000000PDN8,PALADIN ENERGY LTD,AUS,1090
247923,2019,20191231,31670.7830,TW0009940007,SINYI REALTY INC,TWN,6519
247924,2019,20191231,15696.7570,BMG8165U1009,SINOPEC KANTONS HOLDINGS LTD,BMU,4922
248136,2019,20200331,214659077.0000,JP3885780001,MIZUHO FINANCIAL GROUP INC,JPN,6020
248178,2019,20191231,5646.9700,DE0008303504,TAG IMMOBILIEN AG,DEU,6552
248384,2019,20191231,19474.0000,RU0007288411,MMC NORILSK NICKEL PSJC,RUS,3330
248419,2019,20191231,310.1000,FI0009010862,SUOMINEN CORP,FIN,2200
248420,2019,20191231,6154.5000,SE0000825820,LUNDIN ENERGY AB,SWE,1311
248438,2019,20190930,966390.3050,JP3027680002,JAPAN REAL ESTATE INVESTMENT,JPN,6798
249178,2019,20191231,36924.0000,SE0000862997,BILLERUDKORSNAS AB,SWE,2600
249399,2019,20191231,2484438.6800,TH0646010Z00,PTT PLC,THA,2911
249457,2019,20191231,24043.0000,IT0003153415,SNAM SPA,ITA,4923
249604,2019,20200331,533151.0000,JP3762800005,NOMURA RESEARCH INSTITUTE,JPN,7370
249780,2019,20191231,23319.4200,TW0001476000,ECLAT TEXTILE CO LTD,TWN,2250
249782,2019,20191231,17155.8520,TW0001536001,HOTA INDUSTRIAL MFG CO,TWN,3714
249783,2019,20191231,2736.1350,TW0001236008,HUNYA FOODS CO LTD,TWN,2000
249791,2019,20191231,5126.5730,TW0001323004,YON YU PLASTICS,TWN,3080
249947,2019,20190831,1245.5000,GB0030927254,ASOS PLC,GBR,5961
250579,2019,20200229,899888.0840,JP3039710003,JAPAN METROPOLITAN FUND INVE,JPN,6798
250639,2019,20200331,125284.0000,JP3651080008,EIZO CORP,JPN,3651
250684,2019,20191231,238446.8180,MX01AC100006,ARCA CONTINENTAL SAB DE CV,MEX,2086
250778,2019,20191231,1788.9200,IT0003198790,FALCK RENEWABLES SPA,ITA,4911
250801,2019,20191231,47903.3680,TW0006116007,HANNSTAR DISPLAY CORP,TWN,3679
250818,2019,20200331,16520137.0000,JP3539220008,T&D HLDGS INC,JPN,6311
250839,2019,20191231,12668.0100,BMG2155Y1075,CITIC RESOURCES HOLDINGS LTD,BMU,5051
251303,2019,20191231,44859875.0000,KR7066570003,LG ELECTRONICS INC,KOR,3600
251365,2019,20191231,25437.6130,CNE000001816,JOINCARE PHARMACEUTICAL GRP,CHN,2834
251399,2019,20191231,37612530.0000,SG1U47933908,INDOFOOD AGRI RESOURCES LTD,SGP,2070
251583,2019,20191231,14539.0210,FR0000184798,ORPEA SA,FRA,8051
251864,2019,20191231,86136.0000,SE0000936478,INTRUM JUSTITIA AB,SWE,8721
251865,2019,20200229,680985.0000,JP3040880001,ORIX JREIT INC,JPN,6798
251866,2019,20191231,50538.8550,TW0006176001,RADIANT OPTO-ELECTRONICS,TWN,3679
251871,2019,20191231,2004.5000,GB0031698896,WILLIAM HILL PLC,GBR,7990
251924,2019,20200229,134568.0860,ZAE000035861,CAPITEC BANK HOLDINGS LTD,ZAF,6020
251929,2019,20191231,52734.8270,TW0002498003,HTC CORPORATION,TWN,3571
251940,2019,20191231,30607.5950,TW0003005005,GETAC TECHNOLOGY CORP,TWN,3571
251978,2019,20191231,41137.0000,DE0005408116,AAREAL BANK AG,DEU,6162
252005,2019,20191231,453467.7330,JP3040890000,JAPAN PRIME REALTY INVT CORP,JPN,6798
252119,2019,20191231,1042753.0000,JP3027670003,NIPPON BUILDING FUND INC,JPN,6798
252238,2019,20191231,3188858.0000,PHY077751022,BDO UNIBANK INC,PHL,6020
252278,2019,20200331,9278718.0580,INE238A01034,AXIS BANK LTD,IND,6020
252286,2019,20191231,4438119.3060,KR7035250000,KANGWON LAND INC,KOR,7990
252295,2019,20191231,134162.9360,TW0004904008,FAR EASTONE TELECOMMUNICTN,TWN,4812
252350,2019,20191231,1537.8050,BMG4404N1065,HENGTEN NETWORKS GROUP LTD,BMU,3861
252384,2019,20191231,2818.4000,GB0031638363,INTERTEK GROUP PLC,GBR,8700
252406,2019,20191231,3012.6550,KYG2117W1087,CHINA BEIDAHUANG INDUSTRY,CYM,2860
252524,2019,20191231,76412.2470,MXP001391012,ALSEA SA DE CV,MEX,5812
252547,2019,20191231,374.2030,KYG2120F1000,CHINA DING YI FENG HLDGS LTD,CYM,6799
252583,2019,20190630,2186.8490,KYG9704H1056,WINFULL GROUP HLDGS LTD,CYM,5600
252658,2019,20200229,1381217.0000,JP3131430005,AEON MALL CO LTD,JPN,6512
252819,2019,20191231,361980724.0000,KR7316140003,WOORI FINANCIAL GROUP INC,KOR,6020
252938,2019,20200331,60512454.0000,JP3500610005,RESONA HLDGS INC,JPN,6020
253198,2019,20191231,132694.0340,PHY0927M1046,BLOOMBERRY RESORTS CORP,PHL,7011
253350,2019,20190630,3093.8910,AU000000EVN4,EVOLUTION MINING LTD,AUS,1040
253358,2019,20190630,596.5300,AU000000WSA9,WESTERN AREAS LTD,AUS,1000
253596,2019,20190630,2190.2690,AU000000IGO4,IGO LTD,AUS,1000
253611,2019,20190630,226.9090,AU000000PAN4,PANORAMIC RESOURCES LTD,AUS,1000
253616,2019,20190630,680.5700,AU000000SAR9,SARACEN MINERAL HOLDINGS,AUS,1040
254248,2019,20191231,17041.9350,TW0003049003,HANNSTOUCH SOLUTION CORP,TWN,3679
254338,2019,20191231,703131.0000,CNE1000002V2,CHINA TELECOM CORP LTD,CHN,4813
254394,2019,20200331,428796.0000,JP3431900004,SOHGO SECURITY SERVICES CO,JPN,7380
254578,2019,20191231,8873.7000,GB00BYQ0JC66,BEAZLEY PLC,JEY,6331
254639,2019,20191231,1479.1000,GB00BF8J3Z99,BAKKAVOR GROUP PLC,GBR,2000
254640,2019,20191231,57770.5040,ROBRDBACNOR2,BRD-GROUPE SOCIETE GENERALE,ROU,6099
254778,2019,20191231,3204.3470,JE00B3DCF752,ATRIUM EURP R/EST,JEY,6500
254850,2019,20191231,71605.0320,TW0003044004,TRIPOD TECHNOLOGY CO LTD,TWN,3672
254898,2019,20190630,2827.6610,AU000000ABP9,ABACUS PROPERTY GROUP,AUS,6798
255118,2019,20191231,11731.6590,SG1M51904654,CAPITALAND INTEGRATED COMMER,SGP,6798
255240,2019,20191231,1202637.9770,KR7009240003,HANSSEM CO LTD,KOR,2430
255754,2019,20200331,83102.8000,INE192B01031,WELSPUN INDIA,IND,2211
255839,2019,20191231,5379.0000,SG1N31909426,COMFORTDELGRO CORP LTD,SGP,4100
255940,2019,20191231,43792.1190,KYG3690U1058,FULLSHARE HOLDINGS LTD,CYM,3634
256078,2019,20191231,13864.1350,SG1M77906915,ASCENDAS REAL ESTATE INVSTMT,SGP,6798
256158,2019,20191231,35558.7270,TW0003017000,ASIA VITAL COMPONENTS CO LTD,TWN,3577
256720,2019,20190630,1186.4000,AU0000030645,CHARTER HALL SOCIAL,AUS,6798
256752,2019,20191231,107145.9810,TW0006239007,POWERTECH TECHNOLOGY INC,TWN,3674
256945,2019,20191231,1852.0430,GB0031544546,PETROPAVLOVSK PLC,GBR,1040
257018,2019,20200331,1040910.0000,JP3414750004,SEIKO EPSON CORP,JPN,3577
257251,2019,20200331,10581.1860,INE585A01020,NATIONAL PEROXIDE,IND,2810
257362,2019,20191231,564230.6190,CNE000001CS2,CHINA UNITED TELECOMMUICATIN,CHN,4812
257400,2019,20191231,10745.3960,KYG2110A1114,CHINASOFT INTL LTD,CYM,7370
257664,2019,20191231,1667359.0000,JP3164720009,RENESAS ELECTRONICS CORP,JPN,3674
257860,2019,20190930,9379.5000,AU000000IPL1,INCITEC PIVOT LTD,AUS,2890
258141,2019,20191231,40218.8220,TW0006147002,CHIPBOND TECHNOLOGY,TWN,3674
258167,2019,20191231,9609.3470,TW0006244007,MOTECH INDUSTRIES INC,TWN,3674
258176,2019,20191231,344176.3350,TW0003231007,WISTRON CORP,TWN,3571
258184,2019,20191231,22267.2640,TW0006182009,WAFER WORKS CORP,TWN,3674
258198,2019,20191231,24753.0630,TW0006257009,SIGURD MICROELECTR,TWN,3674
258629,2019,20190630,27.3220,AU000000AEF4,AUSTRALIAN ETHICAL INV LTD,AUS,6282
258672,2019,20191231,208.4570,OM0000003224,RENAISSANCE SERVIC,OMN,1389
258785,2019,20191231,47495.2300,ROSNPPACNOR9,OMV PETROM,ROU,5172
259425,2019,20191231,1600.7630,AU000000IVC8,INVOCARE LTD,AUS,7200
259518,2019,20191231,7621.7000,JE00BYPZJM29,JANUS HENDERSON GROUP PLC,JEY,6282
259544,2019,20191231,113096.4090,CNE100000338,GREAT WALL MOTOR CO,CHN,3711
259560,2019,20191231,43497.4070,KYG5427W1309,LEE & MAN PAPER MFG LTD,CYM,2600
259562,2019,20191130,678208.7400,JP3045540006,UNITED URBAN INVESTMENT CORP,JPN,6798
259598,2019,20191231,398031.7930,TW0006505001,FORMOSA PETROCHEMI,TWN,2911
259625,2019,20190630,1643.8350,AU000000NST8,NTHN STAR RES LTD,AUS,1000
259896,2019,20191231,92068.0290,CNE000001527,ZOOMLION HEAVY IND SCIENCE,CHN,3531
260004,2019,20191231,28633.3410,CNE000000XM3,HENAN SHUANGHUI INVT & DEV,CHN,2013
260122,2019,20191231,76119.6460,CNE000000X38,SHANGHAI FOSUN PHARMACEUTICL,CHN,2834
260267,2019,20191231,96865.3230,CNE0000016J9,WANHUA CHEMICAL GROUP CO LTD,CHN,2860
260399,2019,20191231,85342.9000,NO0010196140,NORWEGIAN AIR SHUTTLE ASA,NOR,4512
260464,2019,20191231,7601.4620,TW0001737005,TAIYEN BIOTECH CO LTD,TWN,2890
260658,2019,20191231,12791.7520,TREULKR00015,ULKER BISKUVI SANAYI AS,TUR,2052
260727,2019,20190630,14804.5260,ZAE000203063,EMIRA PROPERTY FUND,ZAF,6798
260729,2019,20191231,18156.0000,FR0004035913,ILIAD SA,FRA,7370
264030,2019,20190831,102743.0030,ZAE000190252,REDEFINE PROPERTIES LTD,ZAF,6798
264059,2019,20200331,385416.0000,JP3385820000,GS YUASA CORP,JPN,3690
264351,2019,20191231,16725.0000,NO0010208051,YARA INTERNATIONAL ASA,NOR,2870
267407,2019,20191231,124076.0000,JE00B4T3BW64,GLENCORE PLC,JEY,1220
268159,2019,20191231,9434.2000,GB00BY9D0Y18,DIRECT LINE INSURANCE GRP,GBR,6331
268219,2019,20200331,3029.8000,GB00B7N0K053,PREMIER FOODS PLC,GBR,2033
268563,2019,20191231,61591.6920,MX00CR000000,CREDITO REAL SAB DE CV,MEX,6141
268692,2019,20191231,430098.0000,RU0007252813,ALROSA PJSC,RUS,1400
269422,2019,20191231,88744.0000,MX01NE000001,NEMAK SAB DE CV,MEX,3714
269556,2019,20191231,12950000.0000,RU000A0J2Q06,ROSNEFT OIL COMPANY,RUS,2911
269631,2019,20191231,38313.3090,TW0008046004,NAN YA PRINTED CIRCUIT BOARD,TWN,3672
269635,2019,20191231,443059.6020,TW0002633005,TAIWAN HIGH SPEED RAIL CORP,TWN,4100
269835,2019,20191231,8564.2000,DE000A1DAHH0,BRENNTAG SE,DEU,5160
270043,2019,20190630,6484.0000,NZMRPE0001S2,MERCURY NZ LTD,NZL,4991
270053,2019,20191231,1263527.0000,RU000A0DQZE3,SISTEMA PJSFC,RUS,4899
270117,2019,20191231,84.5200,SG2E91982768,GLOBAL INVACOM GROUP LTD,SGP,3663
270156,2019,20191231,1295.7000,GB00B128J450,IP2IP0 GROUP PLC,GBR,6799
270226,2019,20191231,10190.7510,SG1P32918333,CAPITALAND COMMERCIAL TRUST,SGP,6798
270232,2019,20191231,1821.9000,GB00BRB37M78,DIGNITY PLC,GBR,7200
270247,2019,20200229,1441.9000,IE00B010DT83,C&C GROUP PLC,IRL,2082
270248,2019,20191231,8340.9710,GB00B00FPT80,CHESNARA PLC,GBR,6311
270285,2019,20191231,24501.5390,KYG548561284,LIFESTYLE INTL HLDGS LTD,CYM,5311
270292,2019,20191231,19313.9380,BMG570071099,LUYE PHARMA GROUP LTD,BMU,2834
270321,2019,20200331,1194.9000,GB00B012TP20,HALFORDS GROUP PLC,GBR,5531
270404,2019,20191231,4433.4120,AT0000A18XM4,AMS AG,AUT,3674
270405,2019,20191231,78537.4050,KYG210961051,CHINA MENGNIU DAIRY CO,CYM,2020
270416,2019,20191231,41620.9490,TW0008069006,E INK HOLDINGS INC,TWN,3679
270420,2019,20191231,26325.7380,CNE100000171,SHANDONG WEIGAO GP MED POYL,CHN,3841
270536,2019,20191231,24739276.0000,KR7078930005,GS HOLDINGS CORP,KOR,2911
270654,2019,20191231,18045.0000,GB00BZ1G4322,MELROSE INDUSTRIES PLC,GBR,9997
270674,2019,20191231,18577.2090,TW0003264008,ARDENTEC CORP,TWN,3674
270736,2019,20191231,11373.9810,TW0008039009,TAIFLEX SCIENTIFIC CO LTD,TWN,3670
270790,2019,20191231,795.8000,SE0007871645,KINDRED GROUP PLC,MLT,7990
270827,2019,20191231,12713.8170,TW0002059003,KING SLIDE WORKS CO LTD,TWN,3570
270830,2019,20191231,41703.3450,TW0003189007,KINSUS INTERCONNECT TECH,TWN,3670
270885,2019,20200331,1208990.0000,INE467B01029,TATA CONSULTANCY SVCS LTD,IND,7370
270904,2019,20191231,106706.0000,NO0010234552,AKER ASA,NOR,1389
270914,2019,20191231,18211.2560,MYL5235SS008,KLCC PROPERTY HOLDINGS BHD,MYS,6798
270963,2019,20191231,58299.2510,KYG8167W1380,SINO BIOPHARMACEUTICAL LTD,CYM,2834
270976,2019,20200531,445.4000,GB00B01QGK86,NCC GROUP PLC,GBR,7370
270979,2019,20191231,7585.4000,GB00B02J6398,ADMIRAL GROUP PLC,GBR,6331
271015,2019,20200331,257.9870,GB00B02QND93,PAYPOINT PLC,GBR,7389
271031,2019,20200331,2805390.0000,JP3551200003,ELEC POWER DEVELOPMENT CO,JPN,4911
271087,2019,20190930,34052.9000,ZAE000058517,SPAR GROUP LTD,ZAF,5140
271111,2019,20191231,283444.5270,TH0796010005,THAI OIL PCL,THA,2911
271133,2019,20191231,2733.9000,SG1V12936232,STARHUB LTD,SGP,4899
271141,2019,20200331,7388.2000,ZAE000058236,LEWIS GROUP LTD,ZAF,5712
271196,2019,20191231,4849995.0000,JP3294460005,INPEX CORP,JPN,1311
271208,2019,20191231,32711.2990,BRPSSAACNOR7,PORTO SEGURO SA,BRA,6300
271210,2019,20200331,188669.0000,INE347G01014,PETRONET LNG LTD,IND,4923
271217,2019,20191231,24109.0000,ES0118900010,FERROVIAL SA,ESP,1600
271311,2019,20190630,581.0890,AU000000KAR6,KAROON ENERGY LTD,AUS,1311
271342,2019,20191231,4164.8430,BE0003816338,EURONAV,BEL,4412
271411,2019,20190630,853.4980,AU000000MMS5,MCMILLAN SHAKESPEARE LTD,AUS,8721
271425,2019,20191231,64851.0000,MA0000011488,MAROC TELECOM,MAR,4810
271428,2019,20191231,10032.3710,SG1Q52922370,SUNTEC REIT,SGP,6798
271471,2019,20191231,2865.3420,CH0012829898,EMMI AG,CHE,2020
271509,2019,20191231,7131.3410,KYG2110P1000,CHINA SHINEWAY PHARMA GRP,CYM,2834
271534,2019,20190630,607.1710,AU000000SSM2,SERVICE STREAM LTD,AUS,1731
271763,2019,20191231,8695.0000,DE0005470405,LANXESS AG,DEU,2820
271764,2019,20191231,6988.8000,IM00B5VQMV65,ENTAIN PLC,IMN,7990
271810,2019,20190630,14912.8000,AU000000GMG2,GOODMAN GROUP,AUS,6798
271823,2019,20191231,7002.5210,KYG3472Y1017,FIH MOBILE LTD,CYM,3663
271844,2019,20191231,1730132.5650,KR7003670007,POSCO CHEMICAL CO LTD,KOR,3290
271900,2019,20191231,109383.4960,TW0005483002,SINO-AMERICAN SILICON PRODUC,TWN,3674
271980,2019,20191231,2106.5520,KYG4935G1091,IPE GROUP LTD,CYM,3560
272060,2019,20191231,2605.4590,IT0005322612,IMMOBILIARE GRANDE DISTRIBUZ,ITA,6798
272131,2019,20191231,36254.2980,KYG9828G1082,XINYI GLASS HOLDINGS LTD,CYM,3211
272365,2019,20191231,25670.3610,SG1Q75923504,OLAM INTERNATIONAL LTD,SGP,5140
272650,2019,20191231,1144164.5670,PHY806761029,SM INVESTMENTS CORP,PHL,9997
272670,2019,20191231,134601.6400,PHY569991086,MANILA WATER CO INC,PHL,4941
272674,2019,20191231,16858.4440,TW0003211009,DYNAPACK INTL TECH CORP,TWN,3690
272691,2019,20191231,2321.0400,MYL1818OO003,BURSA MALAYSIA BHD,MYS,6200
