Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,industry_avg_year,Industry_indicator_year,Environmental_Growth
2012, ADVANTEST CORPORATION , Japan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-0.55%,-0.0055000000000000005,-0.06319178403755871,1,-0.05611311475409836,1,-6.779661016949145
2013, ADVANTEST CORPORATION , Japan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-0.68%,-0.0068000000000000005,-0.06319178403755871,1,-0.06449189189189189,1,23.636363636363633
2014, ADVANTEST CORPORATION , Japan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-1.27%,-0.0127,-0.06319178403755871,1,-0.06420581395348839,1,86.76470588235293
2015, ADVANTEST CORPORATION , Japan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-0.84%,-0.0084,-0.06319178403755871,1,-0.07447191011235955,1,-33.85826771653544
2011, ADVTECH LIMITED , South Africa , Education (80) ,-6.04%,-0.0604,-0.016175000000000002,-1,-0.0604,0,
2011, AECI LIMITED , South Africa , Chemicals nec ,-12.11%,-0.1211,-0.14181476793248943,1,-0.12065999999999999,-1,
2013, AECI LIMITED , South Africa , Chemicals nec ,-13.07%,-0.1307,-0.14181476793248943,1,-0.14253421052631582,1,7.927332782824115
2014, AECI LIMITED , South Africa , Chemicals nec ,-13.81%,-0.1381,-0.14181476793248943,1,-0.14667000000000002,1,5.6618209640397765
2015, AECI LIMITED , South Africa , Chemicals nec ,-14.72%,-0.1472,-0.14181476793248943,-1,-0.19513555555555556,1,6.589427950760318
2016, AECI LIMITED , South Africa , Chemicals nec ,-13.24%,-0.1324,-0.14181476793248943,1,-0.09038181818181817,-1,-10.054347826086962
2011, AECOM , United States , Construction (45) ,-0.15%,-0.0015,-0.042405454545454566,1,-0.036939285714285716,1,
2012, AECOM , United States , Construction (45) ,-0.34%,-0.0034000000000000002,-0.042405454545454566,1,-0.01693731343283583,1,126.66666666666666
2013, AECOM , United States , Construction (45) ,-0.27%,-0.0027,-0.042405454545454566,1,-0.041585135135135134,1,-20.588235294117652
2015, AECOM , United States , Construction (45) ,-0.59%,-0.0059,-0.042405454545454566,1,-0.04145624999999999,1,118.5185185185185
2010, AEON COMPANY LIMITED , Japan ," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",-0.41%,-0.0040999999999999995,-0.01559352331606218,1,-0.017266,1,
2011, AEON COMPANY LIMITED , Japan ," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",-0.35%,-0.0034999999999999996,-0.01559352331606218,1,-0.015813793103448277,1,-14.634146341463417
2012, AEON COMPANY LIMITED , Japan ," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",-1.82%,-0.0182,-0.01559352331606218,-1,-0.013698333333333335,-1,420.0000000000001
2013, AEON COMPANY LIMITED , Japan ," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",-1.23%,-0.0123,-0.01559352331606218,1,-0.014529411764705881,1,-32.41758241758242
2014, AEON COMPANY LIMITED , Japan ," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",-0.56%,-0.005600000000000001,-0.01559352331606218,1,-0.01575072463768116,1,-54.47154471544715
2015, AEON COMPANY LIMITED , Japan ," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",-0.48%,-0.0048,-0.01559352331606218,1,-0.016915873015873016,1,-14.285714285714302
2010, AEON MALL COMPANY LIMITED , Japan , Real estate activities (70) ,-15.54%,-0.15539999999999998,-0.09353862275449104,-1,-0.1175357142857143,-1,
2011, AEON MALL COMPANY LIMITED , Japan , Real estate activities (70) ,-14.76%,-0.1476,-0.09353862275449104,-1,-0.12686428571428573,-1,-5.019305019304998
2012, AEON MALL COMPANY LIMITED , Japan , Real estate activities (70) ,-13.50%,-0.135,-0.09353862275449104,-1,-0.08541800000000001,-1,-8.536585365853655
2013, AEON MALL COMPANY LIMITED , Japan , Real estate activities (70) ,-15.85%,-0.1585,-0.09353862275449104,-1,-0.08511311475409836,-1,17.407407407407405
2014, AEON MALL COMPANY LIMITED , Japan , Real estate activities (70) ,-17.00%,-0.17,-0.09353862275449104,-1,-0.08982537313432834,-1,7.2555205047318605
2015, AEON MALL COMPANY LIMITED , Japan , Real estate activities (70) ,-15.48%,-0.1548,-0.09353862275449104,-1,-0.08339200000000001,-1,-8.94117647058824
2012, AEROPORTS DE PARIS , France , Air transport (62) ,2.96%,0.0296,-0.19551538461538465,1,-0.17058888888888887,1,
2013, AEROPORTS DE PARIS , France , Air transport (62) ,3.01%,0.0301,-0.19551538461538465,1,-0.183245,1,1.6891891891891886
2014, AEROPORTS DE PARIS , France , Air transport (62) ,3.75%,0.0375,-0.19551538461538465,1,-0.21016363636363639,1,24.584717607973428
2015, AEROPORTS DE PARIS , France , Air transport (62) ,4.00%,0.04,-0.19551538461538465,1,-0.19411153846153845,1,6.666666666666665
2011, AES CORP , United States , Production of electricity by hydro ,-192.72%,-1.9272,-1.1397074999999997,-1,-1.2973833333333333,-1,
2012, AES CORP , United States , Production of electricity by hydro ,-122.18%,-1.2218,-1.1397074999999997,-1,-0.8899555555555554,-1,-36.60232461602325
2013, AES CORP , United States , Production of electricity by hydro ,-128.47%,-1.2847,-1.1397074999999997,-1,-1.4074571428571427,1,5.148142085447693
2014, AES CORP , United States , Production of electricity by hydro ,-117.60%,-1.176,-1.1397074999999997,-1,-1.4890000000000003,1,-8.461119327469447
2015, AES CORP , United States , Production of electricity by hydro ,-139.71%,-1.3971,-1.1397074999999997,-1,-1.179225,-1,18.80102040816327
2012, AES GENER S.A. , Chile , Production of electricity by hydro ,-0.40%,-0.004,-1.1397074999999997,1,-0.8899555555555554,1,
2013, AES GENER S.A. , Chile , Production of electricity by hydro ,-159.50%,-1.595,-1.1397074999999997,-1,-1.4074571428571427,-1,39775.0
2014, AES GENER S.A. , Chile , Production of electricity by hydro ,-190.33%,-1.9033000000000002,-1.1397074999999997,-1,-1.4890000000000003,-1,19.32915360501568
2013, AF GRUPPEN ASA , Norway , Construction (45) ,-0.64%,-0.0064,-0.042405454545454566,1,-0.041585135135135134,1,
2014, AF GRUPPEN ASA , Norway , Construction (45) ,-0.88%,-0.0088,-0.042405454545454566,1,-0.04916707317073169,1,37.5
2015, AFK SISTEMA PAO , Russia , Post and telecommunications (64) ,14.43%,0.14429999999999998,-0.018382111436950142,1,-0.019518571428571434,1,
2016, AFK SISTEMA PAO , Russia , Post and telecommunications (64) ,15.40%,0.154,-0.018382111436950142,1,-0.011639999999999996,1,6.722106722106735
2011, AFRICAN OXYGEN LTD , South Africa , Chemicals nec ,-24.57%,-0.2457,-0.14181476793248943,-1,-0.12065999999999999,-1,
2012, AFRICAN OXYGEN LTD , South Africa , Chemicals nec ,-29.41%,-0.29410000000000003,-0.14181476793248943,-1,-0.11942702702702702,-1,19.698819698819705
2013, AFRICAN OXYGEN LTD , South Africa , Chemicals nec ,-28.60%,-0.28600000000000003,-0.14181476793248943,-1,-0.14253421052631582,-1,-2.754165249914997
2014, AFRICAN OXYGEN LTD , South Africa , Chemicals nec ,-24.86%,-0.2486,-0.14181476793248943,-1,-0.14667000000000002,-1,-13.076923076923086
2015, AFRICAN OXYGEN LTD , South Africa , Chemicals nec ,-41.99%,-0.4199,-0.14181476793248943,-1,-0.19513555555555556,-1,68.90587288817377
2010, AFRICAN RAINBOW MINERALS LIMITED , South Africa , Quarrying of sand and clay ,-58.31%,-0.5831000000000001,-0.3842978947368422,-1,-0.31415000000000004,-1,
2011, AFRICAN RAINBOW MINERALS LIMITED , South Africa , Quarrying of sand and clay ,-34.00%,-0.34,-0.3842978947368422,1,-0.3821627906976745,1,-41.690962099125365
2012, AFRICAN RAINBOW MINERALS LIMITED , South Africa , Quarrying of sand and clay ,-33.95%,-0.3395,-0.3842978947368422,1,-0.39569111111111105,1,-0.14705882352941124
2014, AFRICAN RAINBOW MINERALS LIMITED , South Africa , Quarrying of sand and clay ,-66.15%,-0.6615000000000001,-0.3842978947368422,-1,-0.365275,-1,94.84536082474229
2015, AFRICAN RAINBOW MINERALS LIMITED , South Africa , Quarrying of sand and clay ,-94.45%,-0.9445,-0.3842978947368422,-1,-0.45486200000000004,-1,42.781557067271336
2016, AFRICAN RAINBOW MINERALS LIMITED , South Africa , Quarrying of sand and clay ,-85.86%,-0.8586,-0.3842978947368422,-1,-0.41803333333333337,-1,-9.094759131815778
2010, AGC INC , Japan , Construction (45) ,-11.83%,-0.1183,-0.042405454545454566,-1,-0.06084310344827586,-1,
2011, AGC INC , Japan , Construction (45) ,-12.49%,-0.1249,-0.042405454545454566,-1,-0.036939285714285716,-1,5.579036348267108
2012, AGC INC , Japan , Construction (45) ,-14.88%,-0.14880000000000002,-0.042405454545454566,-1,-0.01693731343283583,-1,19.135308246597283
2013, AGC INC , Japan , Construction (45) ,-15.28%,-0.1528,-0.042405454545454566,-1,-0.041585135135135134,-1,2.688172043010728
2014, AGC INC , Japan , Construction (45) ,-19.97%,-0.1997,-0.042405454545454566,-1,-0.04916707317073169,-1,30.69371727748691
2015, AGC INC , Japan , Construction (45) ,-19.27%,-0.19269999999999998,-0.042405454545454566,-1,-0.04145624999999999,-1,-3.5052578868302486
2011, AGGREKO PLC , United Kingdom , Other service activities (93) ,-164.74%,-1.6474000000000002,-0.051878827361563504,-1,-0.07035000000000001,-1,
2012, AGGREKO PLC , United Kingdom , Other service activities (93) ,-155.33%,-1.5533000000000001,-0.051878827361563504,-1,-0.06019787234042555,-1,-5.712031079276436
2013, AGGREKO PLC , United Kingdom , Other service activities (93) ,-197.64%,-1.9764,-0.051878827361563504,-1,-0.07437115384615382,-1,27.238781948110468
2010," AGILENT TECHNOLOGIES, INC. ", United States , Research and development (73) ,-0.99%,-0.009899999999999999,-0.027154651162790713,1,-0.03539090909090909,1,
2011," AGILENT TECHNOLOGIES, INC. ", United States , Research and development (73) ,-0.81%,-0.008100000000000001,-0.027154651162790713,1,-0.029576923076923074,1,-18.181818181818166
2012," AGILENT TECHNOLOGIES, INC. ", United States , Research and development (73) ,-0.67%,-0.0067,-0.027154651162790713,1,-0.023018749999999998,1,-17.28395061728396
2013," AGILENT TECHNOLOGIES, INC. ", United States , Research and development (73) ,-0.74%,-0.0074,-0.027154651162790713,1,-0.02669375,1,10.447761194029859
2015," AGILENT TECHNOLOGIES, INC. ", United States , Research and development (73) ,0.41%,0.0040999999999999995,-0.027154651162790713,1,-0.02140625,1,-155.4054054054054
2010, AGL ENERGY LTD , Australia , Production of electricity nec ,-0.35%,-0.0034999999999999996,-0.8072188235294113,1,-0.7831026315789472,1,
2011, AGL ENERGY LTD , Australia , Production of electricity nec ,-2.09%,-0.0209,-0.8072188235294113,1,-0.7256825,1,497.14285714285717
2012, AGL ENERGY LTD , Australia , Production of electricity nec ,-5.04%,-0.0504,-0.8072188235294113,1,-0.7672023809523807,1,141.14832535885168
2013, AGL ENERGY LTD , Australia , Production of electricity nec ,-66.78%,-0.6678000000000001,-0.8072188235294113,1,-0.7983071428571427,1,1225.0000000000002
2014, AGL ENERGY LTD , Australia , Production of electricity nec ,-61.92%,-0.6192,-0.8072188235294113,1,-0.7920975609756096,1,-7.27762803234503
2015, AGL ENERGY LTD , Australia , Production of electricity nec ,-126.98%,-1.2698,-0.8072188235294113,-1,-0.9181302325581396,-1,105.07105943152455
2010, AGNICO-EAGLE MINES LTD , Canada , Mining of other non-ferrous metal ores and concentrates ,-4.80%,-0.048,-0.3063383999999999,1,-0.29208571428571434,1,
2011, AGNICO-EAGLE MINES LTD , Canada , Mining of other non-ferrous metal ores and concentrates ,-5.11%,-0.051100000000000007,-0.3063383999999999,1,-0.2673333333333333,1,6.458333333333344
2013, AGNICO-EAGLE MINES LTD , Canada , Mining of other non-ferrous metal ores and concentrates ,8.43%,0.0843,-0.3063383999999999,1,-0.34987727272727265,1,-264.9706457925636
2014, AGNICO-EAGLE MINES LTD , Canada , Mining of other non-ferrous metal ores and concentrates ,5.63%,0.056299999999999996,-0.3063383999999999,1,-0.31503181818181814,1,-33.214709371293004
2015, AGNICO-EAGLE MINES LTD , Canada , Mining of other non-ferrous metal ores and concentrates ,6.77%,0.0677,-0.3063383999999999,1,-0.31404347826086954,1,20.248667850799286
2012, AIB GROUP PLC , Ireland ," Financial intermediation, except insurance and pension funding (65) ",-0.17%,-0.0017000000000000001,-0.0200715181932246,1,-0.024436799999999998,1,
2010, AICA KOGYO COMPANY LIMITED , Japan , Construction (45) ,-0.87%,-0.0087,-0.042405454545454566,1,-0.06084310344827586,1,
2011, AICA KOGYO COMPANY LIMITED , Japan , Construction (45) ,-1.03%,-0.0103,-0.042405454545454566,1,-0.036939285714285716,1,18.39080459770115
2012, AICA KOGYO COMPANY LIMITED , Japan , Construction (45) ,-1.18%,-0.0118,-0.042405454545454566,1,-0.01693731343283583,1,14.563106796116498
2013, AICA KOGYO COMPANY LIMITED , Japan , Construction (45) ,-1.45%,-0.014499999999999999,-0.042405454545454566,1,-0.041585135135135134,1,22.881355932203373
2014, AICA KOGYO COMPANY LIMITED , Japan , Construction (45) ,-1.95%,-0.0195,-0.042405454545454566,1,-0.04916707317073169,1,34.48275862068966
2015, AICA KOGYO COMPANY LIMITED , Japan , Construction (45) ,-1.68%,-0.0168,-0.042405454545454566,1,-0.04145624999999999,1,-13.846153846153852
2010, AIR FRANCE KLM SA , France , Air transport (62) ,-29.82%,-0.2982,-0.19551538461538465,-1,-0.1996571428571429,-1,
2011, AIR FRANCE KLM SA , France , Air transport (62) ,-26.93%,-0.2693,-0.19551538461538465,-1,-0.20378461538461534,-1,-9.691482226693504
2012, AIR FRANCE KLM SA , France , Air transport (62) ,-24.11%,-0.24109999999999998,-0.19551538461538465,-1,-0.17058888888888887,-1,-10.471593018937986
2013, AIR FRANCE KLM SA , France , Air transport (62) ,-24.54%,-0.24539999999999998,-0.19551538461538465,-1,-0.183245,-1,1.7834923268353453
2014, AIR FRANCE KLM SA , France , Air transport (62) ,-28.56%,-0.28559999999999997,-0.19551538461538465,-1,-0.21016363636363639,-1,16.381418092909538
2010, AIR LIQUIDE , France , Chemicals nec ,-33.64%,-0.33640000000000003,-0.14181476793248943,-1,-0.1261225806451613,-1,
2011, AIR LIQUIDE , France , Chemicals nec ,-34.21%,-0.3421,-0.14181476793248943,-1,-0.12065999999999999,-1,1.6944114149821665
2012, AIR LIQUIDE , France , Chemicals nec ,-34.22%,-0.3422,-0.14181476793248943,-1,-0.11942702702702702,-1,0.029231218941827564
2013, AIR LIQUIDE , France , Chemicals nec ,-31.50%,-0.315,-0.14181476793248943,-1,-0.14253421052631582,-1,-7.948568088836938
2014, AIR LIQUIDE , France , Chemicals nec ,-38.80%,-0.38799999999999996,-0.14181476793248943,-1,-0.14667000000000002,-1,23.17460317460316
2015, AIR LIQUIDE , France , Chemicals nec ,-44.67%,-0.44670000000000004,-0.14181476793248943,-1,-0.19513555555555556,-1,15.128865979381455
2010," AIR PRODUCTS AND CHEMICALS, INC. ", United States , Chemicals nec ,-101.76%,-1.0176,-0.14181476793248943,-1,-0.1261225806451613,-1,
2011," AIR PRODUCTS AND CHEMICALS, INC. ", United States , Chemicals nec ,-77.82%,-0.7781999999999999,-0.14181476793248943,-1,-0.12065999999999999,-1,-23.525943396226435
2012," AIR PRODUCTS AND CHEMICALS, INC. ", United States , Chemicals nec ,-89.78%,-0.8978,-0.14181476793248943,-1,-0.11942702702702702,-1,15.368799794397358
2013," AIR PRODUCTS AND CHEMICALS, INC. ", United States , Chemicals nec ,-86.09%,-0.8609,-0.14181476793248943,-1,-0.14253421052631582,-1,-4.110046781020271
2014," AIR PRODUCTS AND CHEMICALS, INC. ", United States , Chemicals nec ,-89.62%,-0.8962,-0.14181476793248943,-1,-0.14667000000000002,-1,4.100360088279698
2015," AIR PRODUCTS AND CHEMICALS, INC. ", United States , Chemicals nec ,-103.03%,-1.0303,-0.14181476793248943,-1,-0.19513555555555556,-1,14.963177862084365
2012, AIR WATER INCORPORATED , Japan , Chemicals nec ,-5.52%,-0.0552,-0.14181476793248943,1,-0.11942702702702702,1,
2013, AIR WATER INCORPORATED , Japan , Chemicals nec ,-9.18%,-0.09179999999999999,-0.14181476793248943,1,-0.14253421052631582,1,66.30434782608694
2014, AIR WATER INCORPORATED , Japan , Chemicals nec ,-9.31%,-0.0931,-0.14181476793248943,1,-0.14667000000000002,1,1.4161220043573008
2015, AIR WATER INCORPORATED , Japan , Chemicals nec ,-10.53%,-0.10529999999999999,-0.14181476793248943,1,-0.19513555555555556,1,13.10418904403865
2010, AISIN SEIKI CO LTD , Japan , Manufacture of machinery and equipment n.e.c. (29) ,-1.25%,-0.0125,-0.035553125,1,-0.012450000000000001,-1,
2011, AISIN SEIKI CO LTD , Japan , Manufacture of machinery and equipment n.e.c. (29) ,-1.38%,-0.0138,-0.035553125,1,-0.015753846153846153,1,10.399999999999988
2012, AISIN SEIKI CO LTD , Japan , Manufacture of machinery and equipment n.e.c. (29) ,-1.52%,-0.0152,-0.035553125,1,-0.01634074074074074,1,10.144927536231885
2013, AISIN SEIKI CO LTD , Japan , Manufacture of machinery and equipment n.e.c. (29) ,-1.59%,-0.0159,-0.035553125,1,-0.03416875,1,4.6052631578947345
2014, AISIN SEIKI CO LTD , Japan , Manufacture of machinery and equipment n.e.c. (29) ,-1.64%,-0.016399999999999998,-0.035553125,1,-0.033267741935483874,1,3.1446540880502916
2015, AISIN SEIKI CO LTD , Japan , Manufacture of machinery and equipment n.e.c. (29) ,-1.59%,-0.0159,-0.035553125,1,-0.05671250000000001,1,-3.0487804878048586
2013, AITKEN SPENCE & CO. LTD. , Sri Lanka , Activities of membership organisation n.e.c. (91) ,-5.71%,-0.0571,-0.11756141732283461,1,-0.07441818181818181,1,
